id,name,date,region,country,division,location,divergence,clade,pango lineage,emerging lineage,S1 mutations,current frequency,logistic growth,mutational fitness,submitting lab,originating lab,numdate
503,hCoV-19/Yunnan/RLC39/2021,2021/03/31,Asia,China,Yunnan,,19.0,20A,B.1.36.16,20A,2.0,0.0,0.0,-0.00672841,"Department of Acute Infectious Diseases Control and Prevention, Yunnan Provincial Center for Disease Control and Prevention","Department of Acute Infectious Diseases Control and Prevention, Yunnan Provincial Center for Disease Control and Prevention",1.2452393
502,hCoV-19/Yunnan/RLC23/2021,2021/03/30,Asia,China,Yunnan,,19.0,20A,B.1.36.16,20A,2.0,0.0,0.0,-0.00672841,"Department of Acute Infectious Diseases Control and Prevention, Yunnan Provincial Center for Disease Control and Prevention","Department of Acute Infectious Diseases Control and Prevention, Yunnan Provincial Center for Disease Control and Prevention",1.2424316
490,hCoV-19/NewZealand/20CV0556/2020,2020/11/11,Oceania,New Zealand,Wellington,,19.0,20A,B.1.36,20A,2.0,0.0,0.0,0.01525858,Institute of Environmental Science and Research (ESR),Wellington SCL (WN),0.86206055
489,hCoV-19/NewZealand/20CV0527/2020,2020/11/08,Oceania,New Zealand,Wellington,,19.0,20A,B.1.36,20A,2.0,0.0,0.0,0.01525858,Institute of Environmental Science and Research (ESR),Wellington SCL (WN),0.85388184
471,hCoV-19/Canada/UN-CRCHUM-PostFreeze-6/2020,2020/09/04,North America,Canada,Canada,,19.0,20A,B.1.36.26,20A,2.0,0.0,0.0,-0.006087848,"Microbiology, Infectious Diseases and Immunology, Centre de Recherche du Centre Hospitalier de l'Universite de Montreal","Microbiology, Infectious Diseases and Immunology, Centre de Recherche du Centre Hospitalier de l'Universite de Montreal",0.67626953
417,hCoV-19/Pakistan/NIH-19/2020,2020/11/24,Asia,Pakistan,Islamabad Capital Territory,Islamabad,19.0,20A,B.1,20A,2.0,0.0,0.0,-0.025614638,Department of Virology,Department of Virology,0.897583
349,hCoV-19/Indonesia/TN-LIPI034/2020,2020/10/10,Asia,Indonesia,Banten,Tangerang Selatan,19.0,20A,B.1.470,20A,2.0,0.0,0.0,0.013610508,"Biosafety Level-3 Laboratory, Indonesian Institute of Sciences (LIPI)","DD Klinik Ciputat, South Tangerang, Banten",0.77453613
347,hCoV-19/Indonesia/YO-NIHRD-WGS00940/2021,2021/02/09,Asia,Indonesia,Yogyakarta,,19.0,20A,B.1,20A,2.0,0.0,0.0,0.015643904,National Institute of Health Research and Development,Siloam Hospitals Yogyakarta,1.1082764
331,hCoV-19/TrinidadandTobago/5374/2021,2021/01/25,South America,Trinidad and Tobago,Trinidad and Tobago,,19.0,20A,B.1.111,20A,2.0,0.0,0.0,0.04067409,"Carrington Lab, Department of Preclinical Sciences, Faculty of Medical Sciences, The University of the West Indies, St Augustine Campus",Trinidad Public Health Laboratory,1.0671387
308,hCoV-19/Ethiopia/AH-003/2020,2020/11/10,Africa,Ethiopia,Ethiopia,,19.0,20A,B.1,20A,3.0,0.0,0.0,0.06325161,"Bacterial and Viral Diseases & Biotechnology and Bioinformatics, Armauer Hansen Research Institute","Bacterial and Viral Diseases & Biotechnology and Bioinformatics, Armauer Hansen Research Institute",0.8592529
229,hCoV-19/Angola/KRISP-K009668/2021,2021/01/23,Africa,Angola,Cabinda,,19.0,20A,B.1,20A,1.0,0.0,0.0,-0.015047005,"KRISP, KZN Research Innovation and Sequencing Platform",Instituto Nacional de Investigação em Saúde,1.0616455
3652,hCoV-19/Kosovo/ChVir23118/2020,2020/12/27,Europe,Kosovo,Kosovo,,20.0,20B,B.1.1.519,20B,3.0,0.0,0.0,0.24922685,"Charité Universitätsmedizin Berlin, Institut für Virologie","Department of Microbiology, National Institute for Public Health of Kosova",0.9876709
3195,hCoV-19/Heilongjiang/IVDC-HH/234/2020,2020/12/28,Asia,China,Heilongjiang,Heihe,20.0,20B,B.1.1.402,20B,1.0,0.0,0.0,0.018653143,"National Institute for Viral Disease Control and Prevention, China CDC",Heilongjiang Center for Disease Control and Prevention,0.9904785
3065,hCoV-19/Peru/LOR-INS-605/2020,2020/12/18,South America,Peru,Loreto,,20.0,20B,B.1.1.348,20B,1.0,0.0,0.0,0.16121387,Laboratorio de Referencia Nacional de Enteropatógenos. Instituto Nacional de Salud del Perú,Laboratorio de Referencia Nacional de Virus Respiratorio. Instituto Nacional de Salud Perú,0.96313477
3014,hCoV-19/Kazakhstan/7758/2021,2021/01/06,Asia,Kazakhstan,Nur-Sultan,,20.0,20B,B.1.1,20B,2.0,0.0,0.0,0.05206139,"RSE ""National Center of Expertise"" and RSE ""National center for Biotechnology""","Laboratory of Virology, National center of expertise",1.0150146
2776,hCoV-19/Uruguay/CHY-M420/2021,2021/01/17,South America,Uruguay,Rocha,,20.0,20B,P.2,20B,2.0,0.0,0.0,0.15207855,Institut Pasteur de Montevideo,Sanatorio Americano,1.045166
2770,hCoV-19/Brazil/SP-831600/2021,2021/03/20,South America,Brazil,São Paulo,Ibiuna,20.0,20B,P.2,20B,2.0,0.0,0.0,0.10754501,Instituto Butantan / ESALQ-Piracicaba,HOSPITAL MUNICIPAL DE IBIUNA IBIUNA SP,1.2150879
2752,hCoV-19/Brazil/SP-IB_RP40028/2020,2020/10/20,South America,Brazil,São Paulo,,20.0,20B,B.1.1.28,20B,2.0,0.0,0.0,0.043783043,Instituto Butantan,Projeto S,0.8018799
2721,hCoV-19/Serbia/Beograd-Pedja-1512/2020,2020/12/15,Europe,Serbia,Belgrade,,20.0,20D,C.16,20D,2.0,0.0,0.0,0.0340287,"Center for forensic and applied molecular genetics, Faculty of Biology, University of Belgrade","Center for forensic and applied molecular genetics, Faculty of Biology, University of Belgrade",0.95495605
2716,hCoV-19/Cameroon/ICGEB-CIRCB_10136/2020,2020/10/29,Africa,Cameroon,Centre Region,Yaounde,20.0,20D,B.1.1.1,20D,2.0,0.0,0.0,0.10296115,International Centre for Genetic Engineering and Biotechnology (ICGEB) and ARGO Open Lab for Genome Sequencing,Chantal Biya International Reference Centre (CIRCB),0.8265381
2682,hCoV-19/Egypt/NRC-6894/2020,2020/10/14,Africa,Egypt,Egypt,,20.0,20D,C.36,20D,2.0,0.0,0.0,0.07439263,"Center of Scientific Excellence for Influenza Viruses (CSEIV), National Research Centre","Center of Scientific Excellence for Influenza Viruses (CSEIV), National Research Centre",0.78552246
2665,hCoV-19/Georgia/Tb-sNGS082/2020,2020/10/18,Asia,Georgia,Tbilisi,,20.0,20B,B.1.1,20B,2.0,0.0,0.0,0.0028064428,"Department for Virology, Molecular Biology and Genome Research, R. G. Lugar Center for Public Health Research, National Center for Disease Control and Public Health (NCDC) of Georgia.",National Center for Disease Control and Public Health (NCDC) of Georgia.,0.7965088
2664,hCoV-19/Georgia/Tb-sNGS079/2020,2020/10/18,Asia,Georgia,Tbilisi,,20.0,20B,B.1.1,20B,2.0,0.0,0.0,0.032748442,"Department for Virology, Molecular Biology and Genome Research, R. G. Lugar Center for Public Health Research, National Center for Disease Control and Public Health (NCDC) of Georgia.",National Center for Disease Control and Public Health (NCDC) of Georgia.,0.7965088
2655,hCoV-19/Japan/PG-14960/2020,2020/11/30,Asia,Japan,Kanagawa,,20.0,20B,B.1.1.214,20B,1.0,0.0,0.0,0.03997218,"Pathogen Genomics Center, National Institute of Infectious Diseases","Pathogen Genomics Center, National Institute of Infectious Diseases",0.9139404
2642,hCoV-19/Zambia/ZMB-35946/2020,2020/07/17,Africa,Zambia,Lusaka,,20.0,20B,AE.1,20B,2.0,0.0,0.0,-0.00945978,UNZAVET and PATH,"University of Zambia, School of Veterinary Medicine",0.5423584
2627,hCoV-19/Guyana/50825/2020,2020/12/29,South America,Guyana,Guyana,,20.0,20B,B.1.1.33,20B,2.0,0.0,0.0,0.028847957,"Carrington Lab, Department of PreClinical Sciences, Faculty of Medical Sciences, The University of the West Indies",The Caribbean Public Health Agency,0.99316406
2608,hCoV-19/Uruguay/HE024HN/2020,2020/10/28,South America,Uruguay,Montevideo,,20.0,20B,B.1.1.33,20B,1.0,0.0,0.0,0.04542673,"Centro de Innovación en Vigilancia Epidemiológica, Institut Pasteur de Montevideo","Laboratorio de Virología Molecular, Centro de Investigaciones Nucleares, Facultad de Ciencias, Universidad de la República, Montevideo, Uruguay",0.82373047
2550,hCoV-19/Azerbaijan/un-ChVir8069/2020,2020/05/19,Europe,Azerbaijan,Azerbaijan,,20.0,20B,B.1.1.10,20B,3.0,0.0,0.0,-0.018675974,"Charité Universitätsmedizin Berlin, Institut für Virologie",Ministry of Health of the Republic of Azerbaijan,0.37841797
2520,hCoV-19/Guatemala/ASI2044/2021,2021/02/25,North America,Guatemala,Guatemala,Guatemala,20.0,20B,B.1.1.368,20B,1.0,0.0,0.0,0.019427188,"Asociación de Salud Integral / Clínica Familiar ""Luis Ángel García""",Hospital General San Juan de Dios,1.1520996
2459,hCoV-19/Guinea/Conakry_IPG16185/2020,2020/12/09,Africa,Guinea,Conakry,,20.0,20B,B.1.1,20B,1.0,0.0,0.0,-0.0044144294,Institut Pateur de Dakar,Institut Pasteur de Guinée,0.93847656
1254,hCoV-19/Malaysia/IMR_WC128221/2021,2021/03/12,Asia,Malaysia,Malaysia,,20.0,20A,B.1.524,20A,1.0,0.0,0.0,0.030691244,"Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia","Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia",1.1931152
1253,hCoV-19/Malaysia/IMR_WC342015/2020,2020/12/15,Asia,Malaysia,Malaysia,,20.0,20A,B.1.524,20A,1.0,0.0,0.0,0.088075906,"Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia","Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia",0.95495605
1249,hCoV-19/Singapore/216/2021,2021/02/10,Asia,Singapore,Singapore,,20.0,20A,B.1.524,20A,1.0,0.0,0.0,0.033329383,"National Public Health Laboratory, National Centre for Infectious Diseases","National Public Health Laboratory, National Centre for Infectious Diseases",1.1109619
1212,hCoV-19/Mexico/SON-InDRE_FB13733_S1841/2021,2021/04/19,North America,Mexico,Sonora,,20.0,20A,B.1.232,20A,1.0,0.0,0.0,0.04435784,Instituto de Diagnostico y Referencia Epidemiologicos (INDRE),LESP Sonora,1.2972412
1160,hCoV-19/Lithuania/VULSK-1555/2020,2020/11/21,Europe,Lithuania,Vilniaus Apskritis,,20.0,20A,B.1.258,20A,3.0,0.0,0.0,0.064046055,Vilnius University Hospital Santaros Klinikos,"Vilnius university hospital Santaros Klinikos, Center of Laboratory Medicine",0.8894043
1148,hCoV-19/CzechRepublic/NRL_2375/2021,2021/01/06,Europe,Czech Republic,Hradec Králové Region,,20.0,20A,B.1.258,20A,3.0,0.0,0.0,0.058511432,"Charles University, Faculty of Science, BIOCEV, OMICS Genomics",National Institute of Public Health,1.0150146
1147,hCoV-19/CzechRepublic/NRL-10143/2020,2020/10/20,Europe,Czech Republic,Central Bohemian Region,Krhanice,20.0,20A,B.1.258,20A,3.0,0.0,0.0,0.06451143,State Veterinary Institute Prague,The National Institute of Public Health,0.8018799
1022,hCoV-19/Congo/ITM-071-2001A6/2021,2021/01/20,Africa,Republic of the Congo,Brazzaville,,20.0,20A,B.1.214.1,20A,4.0,0.0,0.0,0.13122109,Institute of Tropical Medicine,"Fondation Congolaise pour la recherche medicale (FCRM), Francine Ntoumi",1.0534668
990,hCoV-19/Poland/Pomorskie_MWB_128/2021,2021/01/16,Europe,Poland,Pomorskie,,20.0,20A,B.1.221,20A,2.0,0.0,0.0,0.037614286,Laboratory of Recombinant Vaccines,"Hematology Laboratory, Section of Molecular Diagnostics, University Clinical Centre, Medical University of Gdansk",1.0424805
929,hCoV-19/Lithuania/T_1657/2020,2020/11/20,Europe,Lithuania,Vilnius,,20.0,20E (EU1),B.1.177.60,20E (EU1),3.0,0.0,0.0,0.069348425,"Institute of Biotechnology, Life Sciences Center, Vilnius University","Vilnius University Hospital Santaros Klinikos, Vilnius University",0.8865967
910,hCoV-19/Sweden/21-00991/2021,2021/01/02,Europe,Sweden,Skane,,20.0,20E (EU1),B.1.177.21,20E (EU1),2.0,0.0,0.0,0.037809484,The Public Health Agency of Sweden,Klinisk mikrobiologi,1.0041504
909,hCoV-19/Denmark/DCGC-8361/2020,2020/10/26,Europe,Denmark,Hovedstaden,,20.0,20E (EU1),B.1.177.21,20E (EU1),2.0,0.0,0.0,0.0344722,"Albertsen lab, Department of Chemistry and Bioscience, Aalborg University, Denmark","Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Denmark",0.8183594
891,hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-9466/2020,2020/09/23,Europe,Italy,Campania,,20.0,20E (EU1),B.1.177.33,20E (EU1),3.0,0.0,0.0,0.14891295,Telethon Institute of Genetics and Medicine (TIGEM),Università Federico II - Dipartimento di scienze mediche traslazionali - Napoli,0.7281494
873,hCoV-19/Italy/VEN-IZSVe-20RS2160-35_VR/2020,2020/11/30,Europe,Italy,Veneto,Verona IT,20.0,20E (EU1),B.1.177.53,20E (EU1),2.0,0.0,0.0,0.06571442,Istituto Zooprofilattico Sperimentale delle Venezie,Ospedale San Bonifacio,0.9139404
844,hCoV-19/Guatemala/GUA-LNS-3621/2021,2021/01/14,North America,Guatemala,Departamento de El Progreso,Sanarate,20.0,21C (Epsilon),B.1.427,21C (Epsilon),3.0,0.0,0.0,0.14313918,Laboratorio Nacional de Salud,Laboratorio Nacional de Salud,1.0369873
772,hCoV-19/Grenada/51132/2021,2021/01/06,North America,Grenada,Grenada,,20.0,20G,B.1.2,20G,1.0,0.0,0.0,0.06459915,"Carrington Lab, Department of PreClinical Sciences, Faculty of Medical Sciences, The University of the West Indies",The Caribbean Public Health Agency,1.0150146
762,hCoV-19/USA/PA-MGEL-00503/2020,2020/08/27,North America,USA,Pennsylvania,Allegheny County,20.0,20G,B.1.2,20G,1.0,0.0,0.0,0.05759389,"Microbial Genome Sequencing Center; Microbial Genomic Epidemiology Laboratory, University of Pittsburgh",UPMC Clinical Microbiology Laboratory,0.65441895
761,hCoV-19/USA/PA-MGEL-00990/2020,2020/10/20,North America,USA,Pennsylvania,Allegheny County,20.0,20G,B.1.2,20G,1.0,0.0,0.0,0.057309043,"Microbial Genome Sequencing Center; Microbial Genomic Epidemiology Laboratory, University of Pittsburgh",UPMC Clinical Microbiology Laboratory,0.8018799
746,hCoV-19/USA/HI-CDC-STM-0000014-G08/2021,2021/01/12,North America,USA,Hawaii,,20.0,20G,B.1.2,20G,1.0,0.0,0.0,0.11442493,"Respiratory Viruses Branch, Centers for Disease Control and Prevention","Respiratory Viruses Branch, Centers for Disease Control and Prevention",1.0314941
741,hCoV-19/USA/TN-CDC-4024059-001/2020,2020/12/02,North America,USA,Tennessee,,20.0,20G,B.1.2,20G,3.0,0.0,0.0,0.08507092,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Vanderbilt University Medical Center,0.9194336
735,hCoV-19/PuertoRico/PR-CDC-S107/2020,2020/09/14,North America,USA,Puerto Rico,,20.0,20C,B.1.588,20C,2.0,0.0,0.0,0.042142987,"Centers for Disease Control and Prevention, Dengue Branch","Centers for Disease Control and Prevention, Dengue Branch",0.7034912
716,hCoV-19/Romania/SC08720/2020,2020/09/29,Europe,Romania,Dolj,,20.0,20C,B.1,20C,1.0,0.0,0.0,0.012537037,"Medical Genetics Laboratory, Regional Centre of Medical Genetics, Emergency County Hospital Craiova","Medical Genetics Laboratory, Regional Centre of Medical Genetics, Emergency County Hospital Craiova",0.74450684
579,hCoV-19/Aruba/AW-RIVM-18287/2021,2021/03/10,South America,Aruba,Aruba,,20.0,21F (Iota),B.1.526,21F (Iota),4.0,0.0,0.0,0.39128336,National Institute for Public Health and the Environment (RIVM),Dutch COVID-19 response team,1.1876221
559,hCoV-19/USA/ME-HETL-J0616/2020,2020/12/26,North America,USA,Maine,,20.0,20C,B.1.369,20C,1.0,0.0,0.0,-0.03130758,"Tewhey Lab, The Jackson Laboratory",Maine HETL,0.98498535
545,hCoV-19/Guatemala/GUA-LNS-56040/2020,2020/12/04,North America,Guatemala,Guatemala,Barcena,20.0,20C,B.1,20C,1.0,0.0,0.0,-0.03535806,Laboratorio Nacional de Salud,Laboratorio Nacional de Salud,0.9248047
536,hCoV-19/USA/CA-CDPH-UC1481/2020,2020/09/02,North America,USA,California,Los Angeles County CA,20.0,20C,B.1.336,20C,2.0,0.0,0.0,-0.048108917,"Chiu Laboratory, University of California, San Francisco",California Department of Public Health,0.67077637
499,hCoV-19/Thailand/Bangkok-CONI-0605/2021,2021/02/10,Asia,Thailand,Bangkok,,20.0,20A,B.1.36.16,20A,2.0,0.0,0.0,3.536269E-04,COVID-19 Network Investigations (CONI) Alliance,Institute for Urban Disease Control and Prevention,1.1109619
323,hCoV-19/Argentina/INEI102874/2021,2021/03/15,South America,Argentina,Formosa,,20.0,20A,B.1,20A,3.0,0.0,0.0,0.10770367,Instituto Nacional Enfermedades Infecciosas C.G.Malbran,Servicio Virosis Respiratorias-Departamento Virología-INEI,1.201416
300,hCoV-19/Guinea/GUI0051/2020,2020/12/17,Africa,Guinea,Kindia,,20.0,20A,B.1,20A,1.0,0.0,0.0,-0.008621512,Northwestern University - Center for Pathogen Genomics and Microbial Evolution,Service des Maladies Infectieuses,0.96032715
294,hCoV-19/Malta/BAL-Sliema-9/2020,2020/09/07,Europe,Malta,Malta,,20.0,20A,B.1.389,20A,1.0,0.0,0.0,-0.002791839,"Laboratory, The Bio Arte Limited","Laboratory, The Bio Arte Limited",0.68444824
211,hCoV-19/Uganda/UG331/2020,2020/12/21,Africa,Uganda,Uganda,,20.0,19B,A.23,19B,3.0,0.0,0.0,0.047420654,Where sequence data have been generated and submitted to GISAID,MRC/UVRI & LSHTM Uganda Research Unit,0.9713135
3169,hCoV-19/Maldives/MAV14010/2021,2021/01/07,Asia,Maldives,Maldives,,21.0,20B,B.1.1.317,20B,5.0,0.0,0.0,0.09503937,Indira Gandhi Memorial Hospital,Indira Gandhi Memorial Hospital,1.0178223
3060,hCoV-19/Armenia/IMB1-3/2021,2021/01/19,Asia,Armenia,Armenia,,21.0,20B,B.1.1.163,20B,1.0,0.0,0.0,0.13080697,"Institute of Molecular Biology NAS RA, Republic of Armenia, Department of Bioengineering, BioinformaticsInstitute and Molecular Biology IBMPh RAU, Republic of Armenia",National Center of Disease Control and Prevention of the Republic of Armenia,1.0506592
3034,hCoV-19/India/KL-GENESCOV00619/2020,2020/12/31,Asia,India,Kerala,Idukki,21.0,20B,B.1,20B,1.0,0.0,0.0,0.00755103,INSACOG and GENESCOV2 at CSIR Institute of Genomics and Integrative Biology,INSACOG-IGIB and Kerala State SARS-COV-2 Genome Surveillance Programme (GENESCOV2),0.9986572
3033,hCoV-19/Bahrain/341442249/2021,2021/02/03,Asia,Bahrain,Bahrain,,21.0,20B,B.1.1,20B,2.0,0.0,0.0,0.043768905,"Communicable Disease Laboratory, Public Health Directorate","Communicable Disease Laboratory, Public Health Directorate",1.0917969
2987,hCoV-19/Mongolia/Darkhan-52609/2020,2020/10/09,Asia,Mongolia,Mongolia,,21.0,20B,B.1.1.294,20B,2.0,0.0,0.0,0.001997657,National Center for Communicable Diseases (NCCD) National Influenza Center,National Center for Communicable Diseases (NCCD) National Influenza Center,0.7718506
2698,hCoV-19/Chile/KTJ915/2020,2020/10/06,South America,Chile,Magallanes,Punta Arenas,21.0,20D,C.11,20D,3.0,0.0,0.0,0.0026456907,"Facultad de Ciencias de la Vida, UNAB",Molecular Microbiology and Food Research Laboratory (MMFRLAB) - Universidad San Sebastián,0.7636719
2681,hCoV-19/Egypt/NRC-6165/2020,2020/07/02,Africa,Egypt,Egypt,,21.0,20D,C.36,20D,1.0,0.0,0.0,0.014211863,"Center of Scientific Excellence for Influenza Viruses (CSEIV), National Research Centre","Center of Scientific Excellence for Influenza Viruses (CSEIV), National Research Centre",0.49865723
2663,hCoV-19/Georgia/Tb-RNGS028/2020,2020/11/26,Asia,Georgia,Tbilisi,,21.0,20B,B.1.1,20B,2.0,0.0,0.0,0.005580289,"Department for Virology, Molecular Biology and Genome Research, R. G. Lugar Center for Public Health Research, National Center for Disease Control and Public Health (NCDC) of Georgia.","Department for Virology, Molecular Biology and Genome Research, R. G. Lugar Center for Public Health Research, National Center for Disease Control and Public Health (NCDC) of Georgia.",0.9029541
2620,hCoV-19/Bolivia/SAN-UPCH-1065/2020,2020/07/02,South America,Bolivia,Santa Cruz BO,,21.0,20B,N.3,20B,3.0,0.0,0.0,0.09975344,"Laboratorio de Genómica Microbiana, Universidad Peruana Cayetano Heredia",Laboratorio de Diagnóstico e Investigación BIOSCIENCE SRL,0.49865723
2586,hCoV-19/Montenegro/ChVir-1800942002/2020,2020/07/18,Europe,Montenegro,Montenegro,,21.0,20B,B.1.1.70,20B,1.0,0.0,0.0,-0.020791247,"Charité Universitätsmedizin Berlin, Institut für Virologie","Department for Molecular Diagnostics, Centre for Medical Microbiology, Institute of Public Health of Montenegro",0.54504395
2554,hCoV-19/Azerbaijan/un-ChVir24287_265/2020,2020/12/09,Europe,Azerbaijan,Azerbaijan,,21.0,20B,B.1.1.10,20B,1.0,0.0,0.0,-0.0045935,"Charité Universitätsmedizin Berlin, Institut für Virologie",Ministry of Health of the Republic of Azerbaijan,0.93847656
2536,hCoV-19/Jordan/Biolab0066/2021,2021/02/03,Asia,Jordan,Amman,,21.0,20B,B.1.1.312,20B,1.0,0.0,0.0,-0.012336589,Biolab Diagnostic Laboratories,Biolab Diagnostic Laboratories,1.0917969
2491,hCoV-19/India/TG-CCMB-AR250/2020,2020/10/09,Asia,India,Telangana,,21.0,20B,B.1.1.326,20B,2.0,0.0,0.0,0.06357463,CSIR-Centre for Cellular and Molecular Biology-INSACOG,CSIR-Centre for Cellular and Molecular Biology,0.7718506
2488,hCoV-19/SaudiArabia/KAIMRC-S88/2020,2020/12/19,Asia,Saudi Arabia,Riyadh,,21.0,20B,B.1.1,20B,6.0,0.0,0.0,0.10821838,"Infectious Diseases Research, King Abdullah International Medical Research Center (KAIMRC), Riyadh, Saudi Arabia","Clinical Microbiology Lab, King Abdulaziz Medical City, Ministry of National Guard – Health Affairs, Riyadh, Saudi Arabia",0.9658203
1156,hCoV-19/Cyprus/BMVUCY758/2021,2021/01/19,Europe,Cyprus,Cyprus,,21.0,20A,B.1.258,20A,3.0,0.0,0.0,0.091805,"Laboratory of Biotechnology and Molecular Virology, University of Cyprus",NIPD Genetics Limited,1.0506592
1150,hCoV-19/Liechtenstein/UHB-714287900/2020,2020/12/15,Europe,Liechtenstein,Schellenberg,,21.0,20A,B.1.258,20A,3.0,0.0,0.0,0.102135785,Clinical Bacteriology,Labormedizinisches Zentrum Dr Risch,0.95495605
1131,hCoV-19/Ghana/WACCBIP-GS305/2020,2020/10/11,Africa,Ghana,Central Region GH,Cape Coast,21.0,20A,B.1.258,20A,2.0,0.0,0.0,0.03465911,"West African Centre for Cell Biology of Infectious Pathogens (WACCBIP), University of Ghana, Volta Road, Legon-Accra, Ghana","West African Centre for Cell Biology of Infectious Pathogens (WACCBIP), University of Ghana, Accra, Ghana",0.77734375
1013,hCoV-19/Cameroon/Yaounde-21V-02362/2021,2021/01/13,Africa,Cameroon,Centre Region,Yaounde,21.0,20A,B.1,20A,2.0,0.0,0.0,0.052500576,Institut Pasteur de Dakar,Centre Pasteur du Cameroun,1.0343018
931,hCoV-19/Estonia/149800/2021,2021/01/26,Europe,Estonia,Estonia,,21.0,20E (EU1),B.1.177.60,20E (EU1),3.0,0.0,0.0,0.07546432,1. Laboratory of Communicable Diseases (Estonia); 2. Eurofins Genomics Europe Sequencing GmbH,Laboratory of Communicable Diseases,1.0698242
928,hCoV-19/Latvia/2103053575/2021,2021/03/15,Europe,Latvia,Latvia,,21.0,20E (EU1),B.1.177.60,20E (EU1),3.0,0.0,0.0,0.06637342,"Riga East Clinical University Hospital, National Microbiology Reference Laboratory",Riga East Clinical University Hospital,1.201416
921,hCoV-19/Tunisia/69681/2020,2020/12/24,Africa,Tunisia,Monastir,Ksar Hellal,21.0,20E (EU1),B.1.177.6,20E (EU1),4.0,0.0,0.0,0.084220625,"Clinical and Experimental Pharmacology Lab, LR16SP02, National Center of Pharmacovigilance, University of Tunis El Manar, Tunis, Tunisia. 2-Neurodegenerative diseases and psychiatric troubles, LR18SP03, Razi Hospital, University of Tunis El Manar, Tunis, Tunisia. 3- Ministry of Health, National Observatory of New and Emerging Diseases, 1006, Tunis, Tunisia","Laboratory of Microbiology, National Reference Lab, Charles Nicolle Hospital; 2-University of Tunis ElManar, Faculty of Medicine of Tunis, LR99ES09, Tunis, Tunisia",0.9794922
914,hCoV-19/SolomonIslands/SOL005/2020,2020/10/30,Oceania,Solomon Islands,Solomon Islands,,21.0,20E (EU1),B.1.177.57,20E (EU1),3.0,0.0,0.0,0.05408691,Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL),National Referral Hospital Molecular Laboratory,0.82922363
894,hCoV-19/Denmark/DCGC-41389/2021,2021/01/25,Europe,Denmark,Sjaelland,,21.0,20E (EU1),B.1.177.35,20E (EU1),3.0,0.0,0.0,0.03459993,Aalborg University,"Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark",1.0671387
886,hCoV-19/Croatia/HRV000_138/2021,2021/02/01,Europe,Croatia,Croatia,,21.0,20E (EU1),B.1.177.83,20E (EU1),5.0,0.0,0.0,0.0729476,Croatian Institute of Public Health,University Hospital for Infectious Diseases,1.0863037
843,hCoV-19/Mexico/SON_CIAD-HMO_B1838/2021,2021/04/20,North America,Mexico,Sonora,Hermosillo,21.0,21C (Epsilon),B.1.427,21C (Epsilon),3.0,0.0,0.0,0.13763632,Immunology Laboratory,CIAD-Hermosillo,1.3000488
789,hCoV-19/USA/MO-MSPHL-000350/2020,2020/11/30,North America,USA,Missouri,,21.0,20C,B.1.311,20C,2.0,0.0,0.0,0.044582307,Missouri State Public Health Laboratory,Missouri State Public Health Laboratory,0.9139404
769,hCoV-19/Philippines/PH-PGC-00333/2020,2020/12/21,Asia,Philippines,Calabarzon,,21.0,20G,B.1.2,20G,2.0,0.0,0.0,0.08476565,Philippine Genome Center,Detoxicare Molecular Diagnostics Laboratory,0.9713135
767,hCoV-19/USA/NC-UNCC-000241/2020,2020/11/19,North America,USA,North Carolina,Mecklenburg County NC,21.0,20G,B.1.2,20G,1.0,0.0,0.0,0.05147835,UNC Charlotte Environmental Monitoring Laboratory,UNC Charlotte COVID-19 Testing Lab,0.88391113
740,hCoV-19/USA/WI-WSLH-210131/2021,2021/01/07,North America,USA,Wisconsin,Green Lake County,21.0,20G,B.1.2,20G,1.0,0.0,0.0,0.070867874,Wisconsin State Laboratory of Hygiene Communicable Disease Division,Wisconsin State Laboratory of Hygiene Communicable Disease Division,1.0178223
738,hCoV-19/Singapore/127/2021,2021/01/28,Asia,Singapore,Singapore,,21.0,20G,B.1.2,20G,1.0,0.0,0.0,0.104012765,"National Public Health Laboratory, National Centre for Infectious Diseases","National Public Health Laboratory, National Centre for Infectious Diseases",1.0753174
727,hCoV-19/PuertoRico/PR-CDC-S96/2020,2020/09/05,North America,USA,Puerto Rico,,21.0,20C,B.1.426,20C,2.0,0.0,0.0,-0.039980035,"Centers for Disease Control and Prevention, Dengue Branch","Centers for Disease Control and Prevention, Dengue Branch",0.6789551
656,hCoV-19/Malawi/CERI-KRISPK015800/2021,2021/02/26,Africa,Malawi,Malawi,,21.0,"20H (Beta, V2)",B.1.351,"20H (Beta, V2)",7.0,0.0,0.0,0.28650725,"KRISP, KZN Research Innovation and Sequencing Platform","National HIV Reference Laboratory, Ministry of Health, Public Health Institute of Malawi",1.1547852
