id,name,date,region,country,division,location,divergence,clade,pango lineage,emerging lineage,S1 mutations,current frequency,logistic growth,mutational fitness,submitting lab,originating lab,numdate
3760,hCoV-19AustraliaNSW-ICPMR-205322022,20220123,Oceania,Australia,New South Wales,Sydney,55.0,21K (Omicron),BA.1.17,21K (Omicron),27.0,0.0,0.0,1.9259136,Institute Of Clinical Pathology And Medical Research (ICPMR),Sydney South West Pathology Service (SSWPS) - Liverpool Hospital - NSW Health Pathology,2.0616455
3759,hCoV-19AustraliaNSW-ICPMR-174952021,20211212,Oceania,Australia,New South Wales,Sydney,55.0,21K (Omicron),BA.1.17,21K (Omicron),27.0,0.0,0.0,1.9259136,NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney,Histopath,1.9465332
3758,hCoV-19AustraliaVIC447242022,20220221,Oceania,Australia,Victoria,,60.0,21K (Omicron),BA.1,21K (Omicron),28.0,0.0,0.0,1.9199605,Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL),Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL),2.1411133
3755,hCoV-19VenezuelaVoy342021,20211227,South America,Venezuela,Venezuela,,57.0,21K (Omicron),BA.1.17,21K (Omicron),27.0,0.0,0.0,1.934122,Laboratorio de Virologia Molecular,INHRR,1.9876709
3754,hCoV-19PanamaM213289-GMI2022,20220214,North America,Panama,Panama City,,61.0,21K (Omicron),BA.1.17,21K (Omicron),22.0,0.0,0.0,1.8086271,Gorgas Memorial Institute of Health Studies,Gorgas Memorial Institute of Health Studies,2.1219482
3753,hCoV-19PanamaSEQ1261-GMI2022,20220603,North America,Panama,Colon Province,,63.0,21K (Omicron),BA.1.17,21K (Omicron),25.0,0.0,0.0,1.9187837,Gorgas Memorial Institute of Health Studies,Gorgas Memorial Institute of Health Studies,2.4205322
3752,hCoV-19IrelandMH-NVRL-S21IRL005763152021,20211217,Europe,Ireland,Meath,,55.0,21K (Omicron),BA.1.17,21K (Omicron),27.0,0.0,0.0,1.934122,National Virus Reference Laboratory,National Virus Reference Laboratory,1.9603271
3751,hCoV-19EthiopiaILRI_COVM029782022,20220104,Africa,Ethiopia,Addis Ababa,,57.0,21K (Omicron),BA.1.17,21K (Omicron),28.0,0.0,0.0,1.9630795,International Livestock Research Institute,Addis Ababa University,2.0096436
3747,hCoV-19Latvia22061754NO2022,20220201,Europe,Latvia,Riga,,58.0,21K (Omicron),BA.1.17.2,21K (Omicron),29.0,0.0,0.0,1.8735948,"Riga East Clinical University Hospital, National Microbiology Reference Laboratory",Pauls Stradiņš Clinical University Hospital,2.0863037
3746,hCoV-19SriLankaaicbu33672021,20211222,Asia,Sri Lanka,Western Province,Negombo,58.0,21K (Omicron),BA.1.17.2,21K (Omicron),27.0,0.0,0.0,1.9186054,"Allergy, Immunology and Cell Biology Unit (AICBU)","Allergy, Immunology and Cell Biology Unit (AICBU)",1.973999
3745,hCoV-19RomaniaDJ_5100622022,20220301,Europe,Romania,Dolj,,59.0,21K (Omicron),BD.1,21K (Omicron),28.0,0.0,0.0,1.9504179,"Cantacuzino National Military-Medical Institute, Viral Respiratory Infections Laboratory","Clinical Emergency County Hospital, Craiova",2.1629639
3744,hCoV-19IrelandKK-NVRL-S21IRL005722042021,20211215,Europe,Ireland,Kilkenny,,57.0,21K (Omicron),BA.1.17.2,21K (Omicron),27.0,0.0,0.0,1.9564179,National Virus Reference Laboratory,National Virus Reference Laboratory,1.954834
3743,hCoV-19CzechRepublicUMTM4414552022,20220201,Europe,Czech Republic,Olomouc Region,,58.0,21K (Omicron),BA.1.17.2,21K (Omicron),27.0,0.0,0.0,1.9534179,"Institute of Molecular and Translational Medicine  Laboratory of Experimental Medicine, Faculty of Medicine and Dentistry, Palacky University","Institute of Molecular and Translational Medicine  Laboratory of Experimental Medicine, Faculty of Medicine and Dentistry, Palacky University",2.0863037
3739,hCoV-19CanadaNB-CHUDGLD-180322-MM00962U2022,20220318,North America,Canada,New Brunswick,,57.0,21K (Omicron),BA.1.17.2,21K (Omicron),28.0,0.0,0.0,1.9565905,New Brunswick - Vitalite Health Network,New Brunswick - Vitalite Health Network,2.2095947
3738,hCoV-19EstoniaRC04249082022,20220131,Europe,Estonia,Estonia,,56.0,21K (Omicron),BA.1.17.2,21K (Omicron),29.0,0.0,0.0,1.9343672,1. Laboratory of Communicable Diseases (Estonia); 2. Eurofins Genomics Europe Sequencing GmbH,Synlab Eesti OÜ,2.0836182
3737,hCoV-19USANC-CDC-LC05583712022,20220227,North America,USA,North Carolina,,57.0,21K (Omicron),BA.1.17.2,21K (Omicron),27.0,0.0,0.0,1.9534179,"Centers for Disease Control and Prevention Division of Viral Diseases, Pathogen Discovery",Laboratory Corporation of America,2.1575928
3736,hCoV-19ZambiaZMB-1283762021,20211130,Africa,Zambia,Lusaka,Lusaka,55.0,21K (Omicron),BA.1.17.2,21K (Omicron),27.0,0.0,0.0,1.9564179,UNZAVET and PATH,"University of Zambia, School of Veterinary Medicine",1.9136963
3734,hCoV-19KiribatiKIR0442022,20220424,Oceania,Kiribati,Kiribati,,60.0,21K (Omicron),BA.1,21K (Omicron),29.0,0.0,0.0,1.944375,Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL),Kiribati Ministry of Health and Medical Services,2.310913
3733,hCoV-19Oman521244262021,20211206,Asia,Oman,Muscat,,58.0,21K (Omicron),BA.1.17.2,21K (Omicron),26.0,0.0,0.0,1.8659997,Oman-NIC,Oman-NIC,1.9301758
3732,hCoV-19LithuaniaLTU000_INMEDICA_10608762022,20220106,Europe,Lithuania,Vilniaus Apskritis,,58.0,21K (Omicron),BA.1.17.2,21K (Omicron),30.0,0.0,0.0,1.9443642,National Public Health Surveillance Laboratory,UAB InMedica,2.0150146
3731,hCoV-19AngolaCERI-KRISP-K0370712022,20220104,Africa,Angola,Luanda,,60.0,21K (Omicron),BA.1.17,21K (Omicron),28.0,0.0,0.0,1.8601031,"CERI, Centre for Epidemic Response and Innovation, Stellenbosch University and KRISP, KZN Research Innovation and Sequencing Platform, UKZN.",Instituto Nacional de Investigação em Saúde,2.0096436
3730,hCoV-19AustraliaSA1102762022,20220202,Oceania,Australia,South Australia,,60.0,21K (Omicron),BA.1.1,21K (Omicron),27.0,0.0,0.0,1.9440876,SA Pathology,SA Pathology,2.0889893
3717,hCoV-19CameroonCERI-KRISP-K0409352022,20220111,Africa,Cameroon,Littoral CM,,56.0,21K (Omicron),BA.1.15,21K (Omicron),27.0,0.0,0.0,1.9442501,"CERI, Centre for Epidemic Response and Innovation, Stellenbosch University and KRISP, KZN Research Innovation and Sequencing Platform, UKZN.","National Public Health Laboratory, Ministry of Public Health, Yaounde, Messa, Cameroon",2.0288086
3716,hCoV-19MexicoCOL_InDRE_FB742_E06313353530_S105482021,20211229,North America,Mexico,Colima,,56.0,21K (Omicron),BA.1.15,21K (Omicron),27.0,0.0,0.0,1.9442501,Instituto de Diagnostico y Referencia Epidemiologicos (INDRE),LESP Colima,1.9931641
3715,hCoV-19CostaRicaINC-2788-7345202022,20220115,North America,Costa Rica,Heredia,Barva,57.0,21K (Omicron),BA.1.15,21K (Omicron),27.0,0.0,0.0,1.9412501,"Inciensa, Instituto Costarricense de Investigación y Enseñanza en Nutrición y Salud",Area De Salud Heredia-Cubujuqui - Clinica Dr. Francisco Bolaños,2.0396729
3714,hCoV-19GhanaWACCBIP-GS25132022,20220115,Africa,Ghana,Greater Accra,Accra Metropolitan,57.0,21K (Omicron),BA.1.15,21K (Omicron),27.0,0.0,0.0,1.9442501,"WACCBIP, University of Ghana","WACCBIP, University of Ghana",2.0396729
3713,hCoV-19BonaireBQ-RIVM-886162022,20220208,South America,Bonaire,Bonaire,,58.0,21K (Omicron),BA.1.15,21K (Omicron),27.0,0.0,0.0,1.9382501,National Institute for Public Health and the Environment (RIVM),Dutch COVID-19 response team,2.1054688
3712,hCoV-19NicaraguaCNDR-1928832022,20220106,North America,Nicaragua,Raccs,,57.0,21K (Omicron),BA.1.15,21K (Omicron),27.0,0.0,0.0,1.9412501,"CNDR, Departamento de Virología","CNDR, Departamento de Virología",2.0150146
3711,hCoV-19USAAR-UMGC-342402022,20220126,North America,USA,Arkansas,,58.0,21K (Omicron),BA.1.15,21K (Omicron),27.0,0.0,0.0,1.9412501,University of Minnesota Genomics Center,"Arkansas Public Health Laboratory, Arkansas Department of Health",2.0698242
3710,hCoV-19USAMS-SRL_3312988322022,20220101,North America,USA,Mississippi,DeSoto County MS,57.0,21K (Omicron),BA.1.15,21K (Omicron),27.0,0.0,0.0,1.9446872,Sonic Reference Laboratory,Sonic Reference Laboratory,2.0013428
3709,hCoV-19NewZealand21CV38712021,20211230,Oceania,New Zealand,Wellington,Capital and Coast,57.0,21K (Omicron),BA.1.15,21K (Omicron),27.0,0.0,0.0,1.9412501,Institute of Environmental Science and Research (ESR),Wellington SCL (WN),1.9958496
3708,hCoV-19CanadaNB-CHUDGLD-140122-MM02231R2022,20220114,North America,Canada,New Brunswick,,58.0,21K (Omicron),BA.1.15,21K (Omicron),27.0,0.0,0.0,1.9442501,New Brunswick - Vitalite Health Network,New Brunswick - Vitalite Health Network,2.0369873
3707,hCoV-19MexicoMOR_IBT_IMSS_65482022,20220208,North America,Mexico,Morelos,,60.0,21K (Omicron),BA.1.15,21K (Omicron),26.0,0.0,0.0,1.8733779,Instituto de Biotecnología de la UNAM,Laboratorio Central de Epidemiología (LCE),2.1054688
3705,hCoV-19BeninBJ-000112021,20211224,Africa,Benin,Mono,,58.0,21K (Omicron),BA.1.15.1,21K (Omicron),27.0,0.0,0.0,1.953742,Unité Mixte Internationale TransVIHMI (UMI 233 IRD - U1175 INSERM - Université de Montpellier) IRD (Institut de Recherche pour le Développement),Laboratoire des Fièvres Hémorragiques et Virales,1.9794922
3704,hCoV-19CongoRC-4172021,20211213,Africa,Republic of the Congo,Brazzaville,,57.0,21K (Omicron),BA.1.15.1,21K (Omicron),27.0,0.0,0.0,1.953742,"Pathogen Genomics Lab, National Institute for Biomedical Research (INRB)","Molecular Lab, National Laboratory of Public Health",1.9493408
3703,hCoV-19USAMI-SHMSU-B06_I_0695_162022,20220202,North America,USA,Michigan,,62.0,21K (Omicron),BA.1.15,21K (Omicron),28.0,0.0,0.0,1.9542881,Michigan State University,Spectrum Health,2.0889893
3702,hCoV-19MexicoMIC_InDRE_FB442_E16113333219_S103672021,20211229,North America,Mexico,Michoacan,,60.0,21K (Omicron),BA.1.15,21K (Omicron),28.0,0.0,0.0,1.8985082,Instituto de Diagnostico y Referencia Epidemiologicos (INDRE),LESP Michoacan,1.9931641
3701,hCoV-19PortugalPT244522021,20211226,Europe,Portugal,Portugal,,58.0,21K (Omicron),BA.1.15,21K (Omicron),27.0,0.0,0.0,1.9456977,Instituto Nacional de Saude (INSA),H Santarem,1.9849854
3700,hCoV-19USALA-CDC-QDX321432272021,20211217,North America,USA,Louisiana,,59.0,21K (Omicron),BA.1.15,21K (Omicron),27.0,0.0,0.0,1.9412501,"Centers for Disease Control and Prevention Division of Viral Diseases, Pathogen Discovery",Quest Diagnostics Incorporated,1.9603271
3699,hCoV-19CanadaBC-BCCDC-3575752022,20220203,North America,Canada,British Columbia,,61.0,21K (Omicron),BA.1.15,21K (Omicron),27.0,0.0,0.0,1.9651514,BCCDC Public Health Laboratory,British Columbia Centre For Disease Control,2.0917969
3698,hCoV-19SriLankaaicbu35292022,20220101,Asia,Sri Lanka,Western Province,Negombo,59.0,21K (Omicron),BA.1.15,21K (Omicron),27.0,0.0,0.0,1.9211813,"Allergy, Immunology and Cell Biology Unit (AICBU)","Allergy, Immunology and Cell Biology Unit (AICBU)",2.0013428
3697,hCoV-19CameroonRB0972022,20220104,Africa,Cameroon,North Region (Cameroon),,57.0,21K (Omicron),BA.1.15,21K (Omicron),27.0,0.0,0.0,1.9275162,CENTRE PASTEUR DU CAMEROUN,CENTRE PASTEUR DU CAMEROUN,2.0096436
3695,hCoV-19IsraelCVL-247212022,20220115,Asia,Israel,Israel,,58.0,21K (Omicron),BA.1,21K (Omicron),26.0,0.0,0.0,1.8299637,Israel Central Virology laboratory,Israel Central Virology laboratory,2.0396729
3694,hCoV-19Macedonia62112022,20220201,Europe,North Macedonia,Skopje,,57.0,21K (Omicron),BA.1,21K (Omicron),27.0,0.0,0.0,1.902414,"Laboratory of Virology - Institute of Public Health Skopje, Macedonia","Laboratory of Virology - Institute of Public Health Skopje, Macedonia",2.0863037
3692,hCoV-19USAIL-RIPHL_130102_G2021,20211223,North America,USA,Illinois,Cook County IL,57.0,21K (Omicron),BA.1.20,21K (Omicron),27.0,0.0,0.0,1.8829179,RIPHL at Rush University Medical Center,Alverno Labs - Amita Health Saints Mary and Elizabeth Medical Center,1.9766846
3691,hCoV-19BelizeCML-4392022,20220202,North America,Belize,Orange Walk,,58.0,21K (Omicron),BA.1.20,21K (Omicron),27.0,0.0,0.0,1.9258702,Central Medical Laboratory,Central Medical Laboratory,2.0889893
3689,hCoV-19MaldivesMAV1758992022,20220222,Asia,Maldives,L. Kunahandhoo,,55.0,21K (Omicron),BA.1.13.1,21K (Omicron),27.0,0.0,0.0,1.9055265,Indira Gandhi Memorial Hospital,Indira Gandhi Memorial Hospital,2.1437988
3688,hCoV-19IndonesiaJK-GS-GSILab-8576392022,20220103,Asia,Indonesia,Jakarta,,58.0,21K (Omicron),BA.1.13.1,21K (Omicron),27.0,0.0,0.0,1.8995265,Genomik Solidaritas Indonesia Laboratorium,RS YARSI,2.006836
3687,hCoV-19MalawiMLW-002842021,20211216,Africa,Malawi,Southern Region MW,Blantyre,55.0,21K (Omicron),BA.1,21K (Omicron),27.0,0.0,0.0,1.9053469,Malawi Liverpool Wellcome Trust Clinical Research Program,Malawi Liverpool Wellcome Trust Clinical Research Program,1.9575195
3686,hCoV-19CameroonCERI-KRISP-K0371952021,20211029,Africa,Cameroon,Littoral CM,,53.0,21K (Omicron),BA.1,21K (Omicron),27.0,0.0,0.0,1.9054139,"CERI, Centre for Epidemic Response and Innvoation, Stellenbosch University and KRISP, KZN Research Innovation and Sequencing Platform, UKZN.",Laboratoire National de Sante Publique,1.8260498
3685,hCoV-19SwitzerlandGE-HUG-373170262022,20220228,Europe,Switzerland,Geneva,,62.0,21K (Omicron),BA.1,21K (Omicron),28.0,0.0,0.0,1.8993592,"HUG, Laboratory of Virology and the Health2030 Genome Center","University Hospitals of Geneva, Laboratory of Virology",2.1602783
3684,hCoV-19DRCINRB-RDC-7202021,20211129,Africa,Democratic Republic of the Congo,Kinshasa,,54.0,21K (Omicron),BA.1,21K (Omicron),27.0,0.0,0.0,1.9054139,"Pathogen Genomics Lab, National Institute for Biomedical Research (INRB)","Pathogen Genomics Lab, National Institute for Biomedical Research (INRB)",1.9110107
3683,hCoV-19RwandaNRLEK07018952021,20211226,Africa,Sudan,Khartoum,,55.0,21K (Omicron),BA.1,21K (Omicron),27.0,0.0,0.0,1.943614,Nucleic Acid Testing Laboratory-Rwanda Biomedical Centre,Nucleic Acid Testing Laboratory-Rwanda Biomedical Centre,1.9849854
3682,hCoV-19KuwaitJaber22200416872022,20220122,Asia,Kuwait,Hawalli,,57.0,21K (Omicron),BA.1,21K (Omicron),27.0,0.0,0.0,1.9053336,"Virology Lab, Jaber Al Ahmad Hospital",Global Medical Center,2.05896
3678,hCoV-19Bahrain22120022240_S54_L0012022,20220107,Asia,Bahrain,Bahrain,,60.0,21K (Omicron),BA.1.1,21K (Omicron),26.0,0.0,0.0,1.7740111,"Communicable Disease Laboratory, Public Health Directorate","Communicable Disease Laboratory, Public Health Directorate",2.0178223
3677,hCoV-19MongoliaDa-25302022,20220301,Asia,Mongolia,Mongolia,,60.0,21K (Omicron),BA.1.1,21K (Omicron),28.0,0.0,0.0,1.8568623,National Center for Communicable Diseases (NCCD) National Influenza Center,National Center for Communicable Diseases (NCCD) National Influenza Center,2.1629639
3676,hCoV-19USANC-ECU-CORVASEQ-1123702152022,20220301,North America,USA,North Carolina,Pitt County,60.0,21K (Omicron),BA.1.1,21K (Omicron),28.0,0.0,0.0,1.8536059,"Brody Integrative Genomics Core, East Carolina University","Molecular Biology Laboratory, Vidant Medical Center",2.1629639
3675,hCoV-19GermanyHE-RKI-I-5222292022,20220129,Europe,Germany,Hesse,,58.0,21K (Omicron),BA.1.1,21K (Omicron),28.0,0.0,0.0,1.8535739,Robert Koch Institute,Klinikum Fulda gAG,2.078125
3674,hCoV-19BelgiumMBLG-CTMAPF502545252022,20220207,Europe,Belgium,Brussels,,56.0,21K (Omicron),BA.1.1,21K (Omicron),28.0,0.0,0.0,1.8920352,UCLouvainIRECMBLG-CTMA,Cliniques universitaires Saint-Luc,2.1027832
3672,hCoV-19MexicoTLA-UGA_HRAEI_SSA_02262022,20220120,North America,Mexico,Tlaxcala,,54.0,21K (Omicron),BA.1,21K (Omicron),27.0,0.0,0.0,1.8663715,Unidad de Genomica Avanzada,Hospital Regional de Alta Especialidad de Ixtapaluca,2.0534668
3671,hCoV-19MaldivesMAV949282021,20211211,Asia,Maldives,Gaafu Dhaalu Atoll,Vaadhoo,53.0,21K (Omicron),BA.1,21K (Omicron),27.0,0.0,0.0,1.8697057,Indira Gandhi Memorial Hospital,Indira Gandhi Memorial Hospital,1.9438477
3666,hCoV-19MexicoMOR-IBT_IMSS_19272021,20210601,North America,Mexico,Morelos,,28.0,20B,B.1.1.519,20B,3.0,0.0,0.0,0.24922685,Instituto de Biotecnología de la UNAM,Laboratorio Central de Epidemiología (LCE),1.4150391
3665,hCoV-19MexicoGRO_INCMNSZ_CS-1521762021,20210122,North America,Mexico,Guerrero,,26.0,20B,B.1.1.519,20B,3.0,0.0,0.0,0.24622686,"Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran, Departamento de Infectologia",Centro de Investigacion Clinica del Pacifico S.A. de C.V. (CICPA),1.05896
3664,hCoV-19MexicoTLA_IBT_IMSS_9642021,20210407,North America,Mexico,Tlaxcala,,30.0,20B,B.1.1.519,20B,3.0,0.0,0.0,0.3057075,Instituto de Biotecnología de la UNAM,Laboratorio Central de Epidemiología (LCE),1.2644043
3662,hCoV-19MexicoQUE-IBT-IMSS-5162021,20210131,North America,Mexico,Queretaro,,30.0,20B,B.1.1.519,20B,3.0,0.0,0.0,0.24293563,Instituto de Biotecnología de la UNAM,Laboratorio Central de Epidemiología IMSS,1.0836182
3661,hCoV-19USADE-CDC-LC00117162021,20210129,North America,USA,Delaware,,31.0,20B,B.1.1.519,20B,3.0,0.0,0.0,0.24593562,"Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Laboratory Corporation of America,1.078125
3659,hCoV-19MexicoZAC_LANGEBIO_IMSS_02572021,20210304,North America,Mexico,Zacatecas,,31.0,20B,B.1.1.519,20B,3.0,0.0,0.0,0.24604324,Unidad de Genomica Avanzada,Centro de Investigacion Biomedica del Noreste (CIBIN),1.1712646
3658,hCoV-19MexicoYUC-NYGC-4333-212021,20210117,North America,Mexico,Yucatan,,28.0,20B,B.1.1.519,20B,4.0,0.0,0.0,0.2745943,New York Genome Center,Universidad Autonoma de Yucatan,1.045166
3657,hCoV-19MexicoROO_INCMNSZ_CS-1573112020,20201231,North America,Mexico,Quintana Roo,,28.0,20B,B.1.1.519,20B,3.0,0.0,0.0,0.27440175,"Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran, Departamento de Infectologia",Centro de Investigacion y Avances Medicos Especializados (CIAME),0.9986572
3656,hCoV-19MexicoMOR-InDRE-IBT-308234-NC2020,20201223,North America,Mexico,Morelos,,26.0,20B,B.1.1.519,20B,3.0,0.0,0.0,0.25511044,Instituto de Biotecnología de la UNAM,Instituto de Diagnostico y Referencia Epidemiologicos InDRE_RNLSP,0.97680664
3652,hCoV-19KosovoChVir231182020,20201227,Europe,Kosovo,Kosovo,,20.0,20B,B.1.1.519,20B,3.0,0.0,0.0,0.24922685,"Charité Universitätsmedizin Berlin, Institut für Virologie","Department of Microbiology, National Institute for Public Health of Kosova",0.9876709
3651,hCoV-19MexicoMIC-InDRE_FB17632_S34532021,20210610,North America,Mexico,Michoacan,,31.0,20B,B.1.1.519,20B,4.0,0.0,0.0,0.28244832,Instituto de Diagnostico y Referencia Epidemiologicos (INDRE),LESP Michoacan,1.4396973
3650,hCoV-19MexicoGRO-InDRE_FB16471_S37242021,20210525,North America,Mexico,Guerrero,,31.0,20B,B.1.1.519,20B,3.0,0.0,0.0,0.23733635,Instituto de Diagnostico y Referencia Epidemiologicos (INDRE),LESP Guerrero,1.395874
3648,hCoV-19MexicoDUR-InDRE_FD70075_S33772021,20210415,North America,Mexico,Durango,,31.0,20B,B.1.1.519,20B,3.0,0.0,0.0,0.24242993,Instituto de Diagnostico y Referencia Epidemiologicos (INDRE),LESP Durango,1.2862549
3647,hCoV-19MexicoTAB-InDRE_FB13054_S16212021,20210330,North America,Mexico,Tabasco,,27.0,20B,B.1.1.519,20B,3.0,0.0,0.0,0.24322686,Instituto de Diagnostico y Referencia Epidemiologicos (INDRE),LESP Tabasco,1.2424316
3643,hCoV-19MexicoHID-INMEGEN-06-01-682021,20210531,North America,Mexico,Hidalgo,,24.0,20B,B.1.1.519,20B,3.0,0.0,0.0,0.27219087,Instituto Nacional de Medicina Genomica,Salud Digna,1.4123535
3642,hCoV-19MexicoBCS-InDRE_FB13294_S17112021,20210410,North America,Mexico,Baja California Sur,,27.0,20B,B.1.1.519,20B,3.0,0.0,0.0,0.28292477,Instituto de Diagnostico y Referencia Epidemiologicos (INDRE),LESP Baja California Sur,1.272583
3641,hCoV-19MexicoNLE_INER_IMSS_007082021,20210405,North America,Mexico,Nuevo Leon,,27.0,20B,B.1.1.519,20B,3.0,0.0,0.0,0.28711155,"Centro de Investigación en Enfermedades Infecciosas (CIENI), Instituto Nacional de Enfermedades Respiratorias (INER)",Centro de Investigación Biomédica del Noreste (CIBIN),1.2589111
3640,hCoV-19MexicoYUC-NYGC-39037-202020,20200828,North America,Mexico,Yucatan,,25.0,20B,B.1.1.519,20B,3.0,0.0,0.0,0.2691186,New York Genome Center,Universidad Autonoma de Yucatan,0.6571045
3621,hCoV-19USAND-NDDH-024212021,20210602,North America,USA,North Dakota,,37.0,"20I (Alpha, V1)",B.1.1.7,"20I (Alpha, V1)",6.0,0.0,0.0,0.46647942,"North Dakota Department of Health, Public Health Laboratory","North Dakota Department of Health, Public Health Laboratory",1.4178467
3620,hCoV-19USAND-NDDH-31942021,20210614,North America,USA,North Dakota,,36.0,"20I (Alpha, V1)",B.1.1.7,"20I (Alpha, V1)",6.0,0.0,0.0,0.46647942,"North Dakota Department of Health, Public Health Laboratory","North Dakota Department of Health, Public Health Laboratory",1.4506836
3618,hCoV-19USANE-CDC-ASC2101537842021,20210622,North America,USA,Nebraska,,38.0,"20I (Alpha, V1)",B.1.1.7,"20I (Alpha, V1)",6.0,0.0,0.0,0.43421584,"Centers for Disease Control and Prevention Division of Viral Diseases, Pathogen Discovery",Aegis Sciences Corporation,1.4726562
3617,hCoV-19USAIN-GD-SID-C211772502021,20210507,North America,USA,Indiana,,35.0,"20I (Alpha, V1)",B.1.1.7,"20I (Alpha, V1)",6.0,0.0,0.0,0.43764493,"Gravity Diagnostics, LLC","Gravity Diagnostics, LLC",1.3465576
3616,hCoV-19BelizeCML-1282021,20210619,North America,Belize,Orange Walk,,41.0,"20I (Alpha, V1)",B.1.1.7,"20I (Alpha, V1)",7.0,0.0,0.0,0.43390602,Baylor College of Medicine,Central Medical Laboratory,1.4643555
3613,hCoV-19UkraineKyiv-PHC-00332021,20210318,Europe,Ukraine,Kyiv,,30.0,"20I (Alpha, V1)",B.1.1.7,"20I (Alpha, V1)",6.0,0.0,0.0,0.41386414,"Robert Koch Institute, ZBS1 Highly Pathogenic Viruses, Berlin, Germany",State Institution «Public Health Center of Ministry of Health of Ukraine»,1.2095947
3612,hCoV-19CostaRicaINC-05642021,20210414,North America,Costa Rica,Limon,Pococi,33.0,"20I (Alpha, V1)",B.1.1.7,"20I (Alpha, V1)",6.0,0.0,0.0,0.40797147,"Inciensa, Instituto Costarricense de Investigación y Enseñanza en Nutrición y Salud",CLINICA CATOLICA,1.2835693
3611,hCoV-19Omanrega-OM-472021,20210704,Asia,Oman,Muscat,,37.0,"20I (Alpha, V1)",B.1.1.7,"20I (Alpha, V1)",7.0,0.0,0.0,0.4108035,"KU Leuven, Rega Institute, Clinical and Epidemiological Virology","Sultan Qaboos University Hospital, Department of Microbiology & Immunology, Molecular Biology Section",1.5054932
3610,hCoV-19ArmeniaIMB3-122021,20210318,Asia,Armenia,Armenia,,33.0,"20I (Alpha, V1)",B.1.1.7,"20I (Alpha, V1)",4.0,0.0,0.0,0.34743622,"Institute of Molecular Biology NAS RA, Republic of Armenia, Department of Bioengineering, BioinformaticsInstitute and Molecular Biology IBMPh RAU, Republic of Armenia",National Center of Disease Control and Prevention of the Republic of Armenia,1.2095947
3609,hCoV-19NetherlandsZH-EMC-23512021,20210402,Europe,Netherlands,South Holland,,34.0,"20I (Alpha, V1)",B.1.1.7,"20I (Alpha, V1)",6.0,0.0,0.0,0.41386414,Erasmus Medical Center,Dutch COVID-19 response team,1.2507324
3608,hCoV-19SwitzerlandBS-UHB-428738782021,20210531,Europe,Switzerland,Basel-Stadt,,37.0,"20I (Alpha, V1)",B.1.1.7,"20I (Alpha, V1)",6.0,0.0,0.0,0.40538624,Clinical Bacteriology,Clinical Virology,1.4123535
3607,hCoV-19USADE-B1099577-6-142021,20210614,North America,USA,Delaware,Kent County DE,38.0,"20I (Alpha, V1)",B.1.1.7,"20I (Alpha, V1)",6.0,0.0,0.0,0.35260865,Delaware Public Health Lab,DPHL,1.4506836
3606,hCoV-19Slovenia242466_12021,20210511,Europe,Slovenia,Slovenia,,37.0,"20I (Alpha, V1)",B.1.1.7,"20I (Alpha, V1)",7.0,0.0,0.0,0.44513103,"Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana","Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana",1.357544
3605,hCoV-19JordanBiolab0262021,20210208,Asia,Jordan,Amman,,32.0,"20I (Alpha, V1)",B.1.1.7,"20I (Alpha, V1)",6.0,0.0,0.0,0.41086414,Biolab Diagnostic Laboratories,Biolab Diagnostic Laboratories,1.1054688
3602,hCoV-19Slovenia2615652021,20210522,Europe,Slovenia,Slovenia,,40.0,"20I (Alpha, V1)",B.1.1.7,"20I (Alpha, V1)",6.0,0.0,0.0,0.4460742,"Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana","Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana",1.3876953
3601,hCoV-19Slovenia2704762021,20210528,Europe,Slovenia,Slovenia,,38.0,"20I (Alpha, V1)",B.1.1.7,"20I (Alpha, V1)",6.0,0.0,0.0,0.44872224,"Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana","Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana",1.4040527
3600,hCoV-19Slovenia2084242021,20210417,Europe,Slovenia,Slovenia,,34.0,"20I (Alpha, V1)",B.1.1.7,"20I (Alpha, V1)",6.0,0.0,0.0,0.45197892,"Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana","Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana",1.291748
3599,hCoV-19BosniaandHerzegovinaKCUS286982021,20210308,Europe,Bosnia and Herzegovina,Sarajevo,,35.0,"20I (Alpha, V1)",B.1.1.7,"20I (Alpha, V1)",6.0,0.0,0.0,0.45197892,"Clinical Center, University of Sarajevo; Unit for Clinical Microbiology","Clinical Center, University of Sarajevo; Unit for Clinical Microbiology",1.182251
